ORDERNUMBER,QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,SALES,ORDERDATE,STATUS,QTR_ID,MONTH_ID,YEAR_ID,PRODUCTLINE,MSRP,PRODUCTCODE,CUSTOMERNAME,PHONE,ADDRESSLINE1,ADDRESSLINE2,CITY,STATE,POSTALCODE,COUNTRY,TERRITORY,CONTACTLASTNAME,CONTACTFIRSTNAME,DEALSIZE,PAYMENTMETHOD
26291,98,79.56,5,7900.38,2025-02-01,On Hold,1,2,2025,Trucks and Buses,91.36,S63_8322,"Chaney, Chang and Cordova",001-803-735-6798x1921,971 Brandt Turnpike,Apt. 681,East Reginafort,DC,55885,Namibia,APAC,Miranda,Mitchell,Large,Bank Transfer
27606,41,98.63,2,4097.76,2025-02-11,Shipped,1,2,2025,Classic Cars,92.3,S59_6835,"Wall, Martinez and Nguyen",851.297.2760x818,6790 Harvey Camp,Suite 020,Garyberg,KS,41105,Liechtenstein,EMEA,Gregory,Brandi,Medium,Credit Card
21252,23,84.44,3,1880.35,2025-03-16,Shipped,1,3,2025,Classic Cars,76.63,S63_2154,Grimes Group,775.955.4486,6994 Kirk Mountains Suite 430,Apt. 845,Glennton,IN,79329,Western Sahara,LATAM,Cortez,Jennifer,Small,Credit Card
23575,22,61.64,6,1362.2,2025-03-12,Cancelled,1,3,2025,Classic Cars,53.47,S42_1316,"Davis, Webb and Andrews",3619292850,216 Dawn Village,Apt. 239,Port Anne,AL,85933,Cote d'Ivoire,EMEA,Ferrell,Thomas,Small,PayPal
19153,33,115.98,3,3890.2,2025-04-23,Shipped,2,4,2025,Classic Cars,134.51,S28_7943,"Brady, Bell and Owen",6949276084,25218 Ricky Trafficway,Apt. 857,West Lauren,AZ,24258,Antarctica (the territory South of 60 deg S),EMEA,Turner,Brandon,Medium,PayPal
18840,61,74.02,2,4433.09,2025-01-04,Shipped,1,1,2025,Trucks and Buses,72.15,S52_1349,Lopez-Palmer,(962)922-0681x2027,83258 Estes Viaduct,Suite 748,East Deborahhaven,GU,83975,Aruba,EMEA,Nguyen,Harold,Medium,Credit Card
26515,48,69.85,3,3299.54,2025-03-25,In Process,1,3,2025,Motorcycles,78.76,S38_7805,Potts-Morrow,772.485.5818,788 Woodard Falls,Suite 082,Lake Mary,FM,38800,Afghanistan,LATAM,Thompson,Nicole,Medium,Bank Transfer
25241,13,121.19,1,1611.48,2025-02-06,Cancelled,1,2,2025,Ships,145.09,S99_9670,"Gonzalez, Carpenter and Wells",369.798.0409,634 Jennifer Stravenue Suite 465,Suite 821,Port Rickyshire,WV,17718,Ghana,LATAM,Smith,Barbara,Small,PayPal
21130,12,33.88,2,423.68,2025-02-08,Shipped,1,2,2025,Trains,37.18,S48_3669,Vargas-Cannon,(280)435-0052,0395 Lisa Wells,Apt. 055,Weissfort,TN,45753,Bangladesh,APAC,Lyons,Leah,Small,PayPal
15568,88,76.11,4,6707.35,2025-06-01,Shipped,2,6,2025,Trucks and Buses,66.42,S81_1243,Williams Group,603-207-5327,808 Myers Junctions,Suite 570,Jonesview,VA,52772,Burundi,LATAM,Norris,Travis,Large,Bank Transfer
20957,17,121.36,6,2069.3,2025-02-18,Shipped,1,2,2025,Ships,116.85,S76_5781,Whitaker Inc,001-281-988-9381,29896 Andrews Via,Apt. 341,East Travis,IN,3273,Honduras,LATAM,Watson,Christopher,Medium,Credit Card
10638,43,65.91,1,2839.52,2025-05-07,Shipped,2,5,2025,Motorcycles,54.12,S28_2936,Silva-Cameron,(338)729-0588x42085,06055 Gould Burgs Suite 234,Apt. 693,New Jennifer,NY,85499,Israel,LATAM,Aguirre,Todd,Medium,Credit Card
24769,79,84.75,10,6648.41,2025-05-11,Shipped,2,5,2025,Trucks and Buses,94.32,S41_5178,Buchanan LLC,534.999.3989x387,47004 Moran Ridges,Apt. 783,Williamsfurt,NY,16566,Venezuela,EMEA,Olsen,Sarah,Large,PayPal
22479,14,97.25,1,1350.08,2025-05-26,Cancelled,2,5,2025,Ships,88.46,S80_2545,"Miller, Williamson and Dodson",+1-534-363-7189x6061,18659 Acevedo Passage Apt. 061,Apt. 082,Stricklandland,NM,57867,Heard Island and McDonald Islands,LATAM,Smith,Kimberly,Small,Credit Card
15671,89,55.47,5,4752.61,2025-04-27,Shipped,2,4,2025,Trucks and Buses,54.03,S45_1931,Johnson-Gibson,432-614-2302x903,64708 Dunlap Extension Apt. 131,Apt. 417,Donaldview,MT,14887,Singapore,EMEA,Guzman,Jason,Medium,Credit Card
14424,97,74.39,7,7219.35,2025-02-13,Cancelled,1,2,2025,Trucks and Buses,64.06,S65_7874,"Atkins, Gill and Nelson",001-257-413-1100x922,43273 Lori Prairie Apt. 779,Apt. 184,New Micheal,KS,33928,Greenland,APAC,Moody,Rachel,Large,PayPal
16925,25,46.09,2,1058.87,2025-05-29,Cancelled,2,5,2025,Trains,43.93,S19_9715,"Rodriguez, Arnold and Duffy",(569)704-4403,59561 Love Passage,Suite 651,Reeseton,IA,98535,Congo,APAC,Olson,Carlos,Small,PayPal
17960,88,87.86,9,7676.62,2025-04-19,In Process,2,4,2025,Trucks and Buses,80.68,S53_6251,"Parker, Simon and Weaver",001-777-422-5078x66686,25998 Alejandro Way,Suite 889,Weissborough,NY,37272,Nicaragua,LATAM,Davis,Steven,Large,Credit Card
12106,43,82.06,8,3543.33,2025-04-01,Shipped,2,4,2025,Classic Cars,69.19,S16_9331,Johnson PLC,(681)878-2416,332 Phelps Park,Suite 871,Michaelside,GU,27950,Christmas Island,EMEA,Walker,Jennifer,Medium,PayPal
13917,13,42.93,9,498.9,2025-02-12,Resolved,1,2,2025,Trains,40.04,S34_1737,Bell-Scott,(221)947-8986x15321,39901 Gordon Gateway Apt. 157,Suite 675,West Christine,ID,77775,Bouvet Island (Bouvetoya),LATAM,Lowe,Christine,Small,PayPal
18910,11,81.85,1,930.83,2025-04-18,Cancelled,2,4,2025,Ships,97.43,S92_5523,"Gonzalez, Jimenez and Riley",001-559-733-7292x950,70685 Adams Drives,Suite 412,West Jenniferbury,MI,7188,Saint Kitts and Nevis,LATAM,Blevins,Cynthia,Small,Credit Card
22380,60,64.89,4,3897.7,2025-05-13,Cancelled,2,5,2025,Motorcycles,52.81,S81_7906,"Sloan, Holmes and Bell",001-537-291-5604x9640,97320 Richard Estates,Suite 246,East David,VT,85343,Singapore,APAC,Jackson,Craig,Medium,PayPal
24339,71,77.44,6,5491.92,2025-05-03,Shipped,2,5,2025,Trucks and Buses,91.15,S26_5786,Elliott-Allen,(273)209-1749x5715,783 Jessica Ford,Suite 367,Sullivanburgh,GA,12158,Saint Helena,APAC,Adkins,James,Large,Credit Card
27600,49,69.72,2,3414.5,2025-03-18,In Process,1,3,2025,Motorcycles,66.98,S74_1629,Garcia-Wiley,398.749.9965x012,21835 Braun Burg Apt. 117,Apt. 489,Andrewland,IN,73684,Zimbabwe,EMEA,Cox,Brian,Medium,Credit Card
20371,28,96.85,8,2725.95,2025-04-24,Shipped,2,4,2025,Classic Cars,105.81,S28_5408,"Fischer, Oneill and Nguyen",5824631274,982 Michael Wells Suite 195,Apt. 174,Lake Jodyfurt,NM,62852,Chile,LATAM,Johnson,Patrick,Medium,Cash
14826,49,114.01,4,5609.2,2025-01-08,Shipped,1,1,2025,Classic Cars,131.3,S31_5542,Jones Ltd,994.409.3078,135 Shawn Crossroad,Suite 426,Douglastown,MD,80563,Saint Kitts and Nevis,LATAM,Fuller,Barry,Large,Bank Transfer
22376,8,100.25,10,854.87,2025-01-30,Shipped,1,1,2025,Vintage Cars,107.22,S46_8439,"Davis, Castro and Andrews",501.752.5312,608 Nicole View Suite 621,Apt. 761,East John,PA,97587,Malta,EMEA,Powers,Shannon,Small,PayPal
23593,29,30.34,2,900.24,2025-05-26,Shipped,2,5,2025,Trains,28.19,S35_4157,Garcia LLC,001-840-814-9427x338,38285 Blake Lodge Apt. 941,Suite 463,Port Tonymouth,AL,21063,Falkland Islands (Malvinas),APAC,Neal,Andrea,Small,PayPal
19874,46,55.16,5,2508.53,2025-05-04,Shipped,2,5,2025,Motorcycles,46.61,S92_8372,Levine-Ramos,+1-717-757-2422x559,8354 Shelton Lodge,Apt. 380,East Brenda,SD,15509,Martinique,EMEA,Sims,Andrew,Medium,Credit Card
20503,27,60.73,3,1770.57,2025-01-02,In Process,1,1,2025,Classic Cars,50.52,S91_2616,Burns-Moore,001-602-549-0863x08697,0986 Williams Expressway Apt. 879,Apt. 130,East Jonathan,PR,78726,Bhutan,EMEA,Braun,Hannah,Small,Credit Card
22326,57,58.24,10,3289.57,2025-03-23,In Process,1,3,2025,Trucks and Buses,54.75,S75_9278,"Harding, Stephens and Waters",9965277093,9948 Ellis Islands Suite 548,Apt. 389,Armstrongtown,SD,9475,Kenya,APAC,Green,Kristy,Medium,PayPal
24130,9,105.7,1,857.99,2025-01-28,In Process,1,1,2025,Planes,124.69,S96_3670,"Brown, Murphy and Dillon",001-404-755-3970,3073 Maxwell Land,Suite 460,South Katherine,NJ,24312,Bermuda,APAC,Joseph,Marcus,Small,Credit Card
18568,38,74.34,9,2871.83,2025-06-29,Shipped,2,6,2025,Motorcycles,74.71,S70_6556,Case-Farrell,803.697.5450x561,59769 Nguyen Views,Suite 091,Petersport,MT,96552,Finland,LATAM,Knight,Jacqueline,Medium,Bank Transfer
12786,39,88.99,10,3515.1,2025-03-20,Shipped,1,3,2025,Classic Cars,75.17,S22_5608,Cohen-White,001-610-290-1951x59532,6633 Kenneth Turnpike,Suite 537,Johnsonstad,MI,39310,United States Minor Outlying Islands,APAC,Guerra,Jeffery,Medium,Credit Card
29496,89,87.94,8,7884.12,2025-05-14,Resolved,2,5,2025,Trucks and Buses,76.41,S49_5309,Holmes Group,+1-207-682-2464x1626,0012 Medina Ford,Apt. 461,West Ronaldborough,NC,28333,Netherlands,APAC,Crawford,John,Large,Cash
23712,59,52.56,7,3051.43,2025-05-31,Resolved,2,5,2025,Trucks and Buses,47.35,S76_7314,"Hayden, Dominguez and Knight",+1-769-449-8534x47083,0348 Antonio Causeway,Suite 442,North Alexandraburgh,OR,51878,Equatorial Guinea,APAC,Hoffman,Christina,Medium,Credit Card
11765,11,132.06,5,1502.27,2025-01-01,On Hold,1,1,2025,Ships,112.83,S31_5244,Melton Ltd,667-552-4809,2061 Shepherd Ramp Suite 713,Suite 335,West Kristen,ME,27292,Malaysia,LATAM,Pollard,Deborah,Small,Cash
22402,43,72.76,7,3055.86,2025-03-05,Shipped,1,3,2025,Classic Cars,80.4,S40_4881,Austin LLC,(382)692-2001,9746 Rodriguez Plain Suite 555,Suite 799,Brandyshire,NC,93308,Syrian Arab Republic,APAC,Schneider,Madison,Medium,Bank Transfer
12326,5,107.33,10,579.38,2025-04-04,Shipped,2,4,2025,Vintage Cars,126.4,S41_8634,Sullivan-Boyd,536.383.6404,49425 Ashley Parks Apt. 824,Apt. 960,Fostertown,RI,53424,Italy,LATAM,George,Brandon,Small,Credit Card
16112,59,58.79,1,3396.08,2025-01-11,Shipped,1,1,2025,Motorcycles,64.33,S55_2012,Brown-Coffey,(516)703-9858x68744,919 Paula Road,Suite 665,Port Pamelaborough,OR,47857,Moldova,LATAM,Peters,Gary,Medium,PayPal
23408,75,58.06,2,4383.91,2025-05-13,In Process,2,5,2025,Trucks and Buses,48.53,S69_1354,Morgan PLC,4019957711,85276 Alexis Tunnel Apt. 066,Apt. 798,West Douglasstad,PR,95132,Mexico,LATAM,Davis,Melissa,Medium,PayPal
17427,60,60.0,5,3491.48,2025-01-04,On Hold,1,1,2025,Motorcycles,54.97,S48_8364,"Steele, Stewart and Howard",001-556-510-5195x3014,766 Smith Way Apt. 217,Suite 709,Rachelmouth,HI,23168,Lithuania,LATAM,Fisher,Renee,Medium,Bank Transfer
29775,45,80.49,8,3456.68,2025-01-18,Shipped,1,1,2025,Classic Cars,78.54,S98_5284,Lawrence-Brown,(464)576-9206x9283,536 Elliott View,Apt. 580,Montesbury,FM,11845,Western Sahara,APAC,Hanna,Richard,Medium,PayPal
27211,26,78.57,8,2170.83,2025-06-22,Shipped,2,6,2025,Classic Cars,64.39,S36_1306,Vincent and Sons,850-402-3255x93698,210 Raymond Row Apt. 357,Suite 938,Smithfurt,VA,63138,Cote d'Ivoire,EMEA,Kelly,Henry,Medium,PayPal
26882,7,122.27,1,821.83,2025-02-11,Cancelled,1,2,2025,Vintage Cars,104.44,S17_5464,Howard Group,(808)369-1384x86393,0159 Kristen Square Suite 669,Apt. 120,South Traviston,VA,78179,Congo,APAC,Calderon,Julie,Small,PayPal
19604,23,108.09,5,2522.55,2025-04-20,In Process,2,4,2025,Classic Cars,104.61,S14_5302,Cooper-Santos,001-249-995-7954x49032,358 Sara Road Suite 370,Suite 818,East Michaelburgh,HI,81476,Barbados,APAC,Cole,William,Medium,Bank Transfer
13617,39,48.97,2,1842.26,2025-02-21,On Hold,1,2,2025,Motorcycles,41.39,S25_8859,"Romero, Lambert and Ferguson",561-403-2617x04111,398 Bailey View Suite 129,Suite 229,Owenschester,MP,81255,Djibouti,APAC,Hodges,Zachary,Small,PayPal
28488,54,64.21,3,3472.31,2025-02-15,Shipped,1,2,2025,Motorcycles,58.71,S82_7417,"Foley, Robinson and Gordon",833.303.1719x367,9338 Conley Skyway,Apt. 665,Lake Janicehaven,SC,34459,Falkland Islands (Malvinas),LATAM,Gilbert,Veronica,Medium,PayPal
17887,59,67.55,10,4031.52,2025-04-28,Shipped,2,4,2025,Motorcycles,79.93,S54_2629,Combs-Yoder,(396)423-2239,744 Sherri Rest,Suite 832,Lake Melissa,NJ,7364,Guyana,EMEA,Mays,Shaun,Medium,Cash
14111,39,68.68,2,2619.41,2025-03-12,In Process,1,3,2025,Motorcycles,73.16,S78_5600,"Taylor, Cox and Calderon",(768)480-8655x452,60834 Shane Harbors Suite 889,Suite 201,Garciafort,WV,9767,Martinique,APAC,Henderson,Brandon,Medium,PayPal
25507,49,98.92,1,4838.35,2025-03-20,Cancelled,1,3,2025,Classic Cars,113.28,S71_4383,Jacobson-Lopez,5117122386,9045 Turner Views,Suite 843,Avilafort,MD,86553,Reunion,EMEA,Thompson,Albert,Medium,Credit Card
11977,92,89.13,9,8197.99,2025-05-23,Shipped,2,5,2025,Trucks and Buses,94.33,S87_1031,"Shannon, Gordon and Walls",588.802.5205x33617,3361 Perez Loop Suite 074,Apt. 719,Harringtonmouth,MO,34661,Korea,EMEA,Marquez,Noah,Large,PayPal
28750,43,82.08,10,3493.04,2025-05-29,On Hold,2,5,2025,Classic Cars,95.61,S66_8894,"Foster, Blevins and Cooper",761-649-6122,08902 Angela Summit Apt. 911,Apt. 360,Amyfurt,KS,93988,Seychelles,EMEA,Andrews,Mario,Medium,PayPal
28398,7,122.97,4,848.56,2025-06-23,Shipped,2,6,2025,Vintage Cars,134.48,S79_8829,Kelly-Best,358-321-7459,9884 Jason Skyway Suite 227,Apt. 048,South Christopher,UT,87383,Zimbabwe,LATAM,Morris,Krystal,Small,Bank Transfer
11858,77,87.4,5,6693.44,2025-05-15,Shipped,2,5,2025,Trucks and Buses,78.92,S17_5489,Lynch-Bishop,+1-209-926-6921x00011,63430 Hoffman Plains,Apt. 586,Matthewville,HI,58847,Somalia,LATAM,Woodard,Alexander,Large,Bank Transfer
26366,88,55.56,3,4826.7,2025-01-17,Cancelled,1,1,2025,Trucks and Buses,65.42,S74_9601,"Brown, Schwartz and Munoz",001-888-950-2412x0743,87940 Michael Dale Apt. 483,Suite 753,North Amanda,NH,7744,Lithuania,APAC,Rollins,Veronica,Medium,Credit Card
15843,37,71.32,1,2731.29,2025-04-09,Cancelled,2,4,2025,Motorcycles,73.49,S42_9725,Bailey LLC,762-986-4614x5822,0736 Karen Trace,Suite 213,Deannaville,IN,23887,Canada,LATAM,Johnston,John,Medium,Credit Card
26045,20,108.8,1,2143.95,2025-02-08,In Process,1,2,2025,Classic Cars,119.82,S54_1157,"Buck, Burch and Fisher",(338)912-2246x2486,099 Jones Branch,Suite 385,Port Donnafort,NC,31909,Latvia,APAC,Munoz,Jonathan,Medium,PayPal
13104,13,132.89,3,1825.08,2025-04-28,In Process,2,4,2025,Ships,149.39,S30_7354,Gonzalez-Johnson,+1-392-429-4063x199,1072 Diane Street Suite 519,Apt. 084,Andrewbury,GU,86929,Timor-Leste,LATAM,Wright,John,Small,PayPal
22334,5,136.62,3,640.5,2025-04-17,In Process,2,4,2025,Planes,138.81,S76_8878,Garrison-Bailey,001-464-283-4752x68191,326 Gregory Fort Suite 597,Apt. 822,New William,OR,58080,Montserrat,APAC,Johnson,Melissa,Small,Credit Card
12543,8,128.76,8,997.98,2025-02-28,On Hold,1,2,2025,Vintage Cars,119.49,S97_3005,Walton-Adams,553-988-7655,682 Shawn Knolls Apt. 946,Apt. 700,New Thomas,NJ,52703,Brunei Darussalam,APAC,Castro,Kathleen,Small,Credit Card
22793,26,98.91,5,2474.73,2025-01-12,Shipped,1,1,2025,Classic Cars,99.11,S26_3517,Moran PLC,(776)239-3339,52553 Kennedy Locks Apt. 903,Apt. 024,Villarrealchester,ME,99384,Guatemala,EMEA,Jackson,Ashlee,Medium,Bank Transfer
12046,70,58.66,2,4235.09,2025-03-20,Cancelled,1,3,2025,Trucks and Buses,59.76,S30_4536,Rivera-Peck,(569)722-9062x43079,51041 Newton Squares Apt. 655,Suite 274,Danielleview,FM,22692,Kenya,LATAM,Swanson,Shane,Medium,Credit Card
12669,61,66.78,4,4056.76,2025-01-03,In Process,1,1,2025,Trucks and Buses,64.96,S46_3578,Williams Inc,(460)603-0973x221,841 Ferguson Course Suite 568,Suite 135,Gregoryview,OR,91025,Bosnia and Herzegovina,LATAM,Martinez,Theresa,Medium,Cash
25105,24,83.89,10,2062.71,2025-05-27,Shipped,2,5,2025,Classic Cars,92.38,S22_5136,Valenzuela-Irwin,277.519.4120,9443 Floyd Bypass Suite 966,Apt. 388,Port Jessica,DE,90348,Holy See (Vatican City State),APAC,Parker,Angela,Medium,PayPal
23752,49,67.6,5,3273.3,2025-04-09,Resolved,2,4,2025,Motorcycles,57.35,S80_7566,"Ford, Shaw and Peterson",001-871-664-0136x11505,47426 Reilly Vista,Suite 740,West Joshuaburgh,SD,87983,Latvia,LATAM,Jordan,Kyle,Medium,PayPal
13601,44,47.32,6,2123.69,2025-01-30,In Process,1,1,2025,Motorcycles,46.31,S79_8331,Watson-Jones,845.595.9503x626,7302 Shelley Village Suite 793,Apt. 352,East Amberland,DC,29595,Congo,LATAM,Barton,Juan,Medium,Bank Transfer
21883,46,73.53,7,3387.04,2025-04-19,On Hold,2,4,2025,Classic Cars,70.73,S16_2376,"Roberts, Soto and Caldwell",+1-337-383-4261,77574 Miller Roads,Suite 827,Lisaport,GA,45932,Guadeloupe,APAC,Swanson,Chase,Medium,Credit Card
13672,52,56.37,9,2997.41,2025-02-19,In Process,1,2,2025,Motorcycles,45.27,S49_8375,Jimenez Inc,682-747-2345x1770,17284 Cooke Crescent,Apt. 969,Joshuaside,OK,47271,South Georgia and the South Sandwich Islands,LATAM,Krueger,Casey,Medium,Credit Card
14907,34,84.09,6,2874.65,2025-03-25,Cancelled,1,3,2025,Classic Cars,70.11,S42_1344,"Moore, Ramirez and Johnson",(697)534-8402,53588 Lin Burgs Suite 075,Apt. 863,Mirandaborough,AK,11267,Togo,LATAM,Hall,Jennifer,Medium,Bank Transfer
23004,22,79.79,5,1808.95,2025-06-04,Shipped,2,6,2025,Classic Cars,93.53,S74_3565,"Hale, Gutierrez and Arnold",237-833-8397x726,1602 Harris Ferry,Suite 956,West Elizabethchester,NH,4861,Australia,LATAM,Williamson,Amanda,Small,PayPal
10575,51,64.4,7,3225.15,2025-05-26,Shipped,2,5,2025,Motorcycles,56.13,S24_9769,Miranda-Wallace,+1-280-460-5217,39334 David Road Suite 906,Apt. 310,Marthaborough,OK,38779,Palestinian Territory,LATAM,Sanchez,Andrea,Medium,Credit Card
17600,20,31.45,4,600.73,2025-03-26,On Hold,1,3,2025,Trains,29.74,S61_3930,Cherry Ltd,(852)912-2259x84098,8704 Gray Flats,Apt. 166,Ferrellview,MP,23913,Gambia,APAC,Garner,Adrian,Small,Cash
27979,7,138.12,4,1002.77,2025-04-10,Shipped,2,4,2025,Ships,161.11,S65_8944,Cantrell PLC,(869)522-3411,6632 Robert Ramp Suite 706,Apt. 411,Jenniferton,NC,8475,Turks and Caicos Islands,APAC,Garcia,Rebecca,Small,PayPal
28207,52,55.6,2,2990.2,2025-01-16,On Hold,1,1,2025,Trucks and Buses,45.63,S14_7892,"Mooney, Powers and Berry",+1-983-906-4647x97562,8911 Sanchez Ramp Apt. 948,Suite 639,Andrewport,NV,39350,Cote d'Ivoire,APAC,Martinez,Paul,Medium,Credit Card
14995,46,108.31,9,4943.94,2025-01-07,On Hold,1,1,2025,Classic Cars,118.23,S89_6974,"Baldwin, Harrison and White",+1-395-909-5330x6655,0274 Andrea Green Suite 972,Suite 288,North Philip,PW,22422,Liechtenstein,LATAM,Hancock,Robert,Medium,Credit Card
18854,23,36.04,2,831.66,2025-05-16,Resolved,2,5,2025,Trains,34.5,S91_3667,"Smith, Dickerson and Olson",335-361-2257,676 Ruiz Isle Suite 323,Suite 476,Lake Johnhaven,AL,19612,Guinea-Bissau,LATAM,Marshall,Kenneth,Small,PayPal
15253,58,69.62,1,4062.3,2025-06-12,Shipped,2,6,2025,Motorcycles,72.12,S40_2404,Hamilton Ltd,001-447-226-6987x4447,690 Daniel Wells,Suite 913,North Lisa,WV,12098,Jamaica,LATAM,Kaiser,Brianna,Medium,Credit Card
19945,46,96.45,8,4284.18,2025-01-30,Resolved,1,1,2025,Classic Cars,82.01,S20_8313,Shepherd LLC,+1-810-595-3313x440,42022 Stephens Coves,Apt. 309,Lake Nicoleton,SD,25038,Gibraltar,EMEA,Manning,Russell,Medium,Bank Transfer
16761,41,50.75,5,2194.9,2025-01-07,Shipped,1,1,2025,Motorcycles,43.9,S22_8270,Kirby Inc,905.752.6200x859,2637 Kayla Meadows Apt. 092,Suite 731,West Kristin,MA,47778,Georgia,LATAM,Clarke,Leslie,Medium,PayPal
14174,12,46.04,1,608.83,2025-02-04,Cancelled,1,2,2025,Trains,49.44,S41_1440,Gray-Ramos,443-655-6752,32994 Adam Hills,Suite 337,Port Robert,WV,61253,Aruba,APAC,Ballard,Jason,Small,Credit Card
12855,47,77.99,1,3711.18,2025-06-01,Shipped,2,6,2025,Classic Cars,83.17,S85_7031,Martin Group,(899)734-6305,681 Diana Village,Suite 277,Johnsonfurt,UT,35201,Belgium,EMEA,Johnson,Stephanie,Medium,Credit Card
25597,50,68.02,5,3490.19,2025-06-24,Shipped,2,6,2025,Motorcycles,76.71,S19_8800,Hampton LLC,+1-871-741-3480,09752 Matthew Branch Apt. 293,Suite 834,Joneshaven,UT,89666,British Virgin Islands,APAC,Dawson,Jesse,Medium,PayPal
11273,80,85.13,4,6801.65,2025-06-22,Shipped,2,6,2025,Trucks and Buses,86.05,S33_6866,King-Boyer,243-310-4880x99222,88729 Woods Hollow,Apt. 477,North Melissa,WY,51239,Guinea-Bissau,LATAM,Dougherty,Destiny,Large,Bank Transfer
22214,40,82.34,1,3316.55,2025-01-14,Shipped,1,1,2025,Classic Cars,89.2,S42_7900,"Mayer, Hall and Wagner",2482936483,981 Cheryl Stream,Suite 585,North Katelynton,IA,66848,Belgium,LATAM,Rodriguez,Susan,Medium,Cash
25434,48,47.02,10,2243.62,2025-05-22,Shipped,2,5,2025,Motorcycles,39.03,S97_7751,Hall PLC,(921)315-9092x586,35757 Alexander Key,Apt. 512,Whitneymouth,IL,14251,Vanuatu,LATAM,Martinez,Jay,Medium,Bank Transfer
29975,30,102.64,4,3119.44,2025-01-14,Shipped,1,1,2025,Classic Cars,90.66,S93_8228,Rocha Ltd,914.875.7202,9417 John Manors,Suite 361,New Maria,WA,47832,Germany,LATAM,Scott,Joseph,Medium,Credit Card
11052,57,55.18,7,3139.0,2025-05-27,Shipped,2,5,2025,Motorcycles,48.2,S65_8836,Skinner Inc,4357960851,424 Patton Greens Suite 084,Apt. 794,Christopherville,NE,28046,Mozambique,LATAM,Hill,Kimberly,Medium,PayPal
18308,44,64.13,1,2770.47,2025-06-02,Cancelled,2,6,2025,Classic Cars,74.83,S13_2651,"Willis, Osborn and Diaz",714-454-3154,182 Sabrina Cove,Apt. 631,Goodwinfurt,PA,56007,Philippines,EMEA,Herrera,Teresa,Medium,Credit Card
11318,82,87.35,9,7068.58,2025-06-24,Shipped,2,6,2025,Trucks and Buses,82.52,S57_7776,Robertson-Moore,636-896-8583x935,87660 Brooks Drive Suite 517,Apt. 273,Wolfeside,NY,39516,Sudan,LATAM,Campbell,Brenda,Large,Credit Card
21070,84,68.13,9,5743.51,2025-03-16,Shipped,1,3,2025,Trucks and Buses,60.94,S44_8244,"Holmes, Bishop and Sanchez",6153862024,53043 Morales Island Apt. 940,Apt. 772,Martinezstad,KS,91637,Cocos (Keeling) Islands,LATAM,Rosales,John,Large,Bank Transfer
25607,59,59.89,9,3622.56,2025-03-04,On Hold,1,3,2025,Trucks and Buses,70.8,S54_4094,Carlson-Hudson,873.863.9197,59302 David Squares Suite 990,Suite 337,Lake Christopherland,MD,5150,Israel,EMEA,Leblanc,Dominique,Medium,PayPal
27337,43,67.12,3,2873.4,2025-05-03,In Process,2,5,2025,Motorcycles,77.51,S93_1682,"Vargas, Benjamin and Scott",(645)438-6970x556,06862 David Causeway Suite 690,Apt. 528,South Donnaland,RI,74183,Monaco,EMEA,Pearson,Tracy,Medium,Credit Card
18507,43,67.1,6,2826.47,2025-06-01,In Process,2,6,2025,Classic Cars,59.0,S36_4646,Hicks Group,+1-987-548-0852x237,0722 Elizabeth Station,Suite 825,Destinyburgh,OK,8599,Belize,LATAM,Rodriguez,Wendy,Medium,PayPal
29415,51,44.75,8,2421.59,2025-05-09,Shipped,2,5,2025,Motorcycles,37.49,S18_9670,"Murphy, Valdez and Richardson",734.536.4928x2035,1139 Evan Rapids,Suite 834,Hobbsfurt,SC,79374,British Virgin Islands,LATAM,Baker,Gregory,Medium,Bank Transfer
16617,33,77.38,5,2687.93,2025-02-06,Shipped,1,2,2025,Motorcycles,87.31,S34_2749,Carter-Buchanan,+1-335-608-7508x708,057 Reginald Roads,Suite 906,East Raymond,TN,3460,Grenada,EMEA,Taylor,Cindy,Medium,Credit Card
26524,9,84.62,3,685.53,2025-06-07,Cancelled,2,6,2025,Ships,96.23,S28_5297,Scott-Delgado,(608)571-1403x2250,74026 James View Suite 569,Apt. 818,Matthewview,ID,54289,Latvia,LATAM,Mosley,Christopher,Small,Credit Card
19279,37,90.74,7,3519.38,2025-03-28,Shipped,1,3,2025,Classic Cars,89.64,S61_4335,"Wilson, Rowe and Terrell",882-518-3853,9142 Cheryl Station Apt. 474,Apt. 422,New Grace,MH,63647,Saudi Arabia,EMEA,Herrera,Michael,Medium,PayPal
23202,44,49.74,5,2255.47,2025-02-23,Shipped,1,2,2025,Motorcycles,57.12,S51_1420,Mcintosh Group,+1-945-797-7685x2837,0845 Courtney Course Apt. 629,Suite 672,Port Williambury,NV,26609,Honduras,LATAM,Adams,Andrew,Medium,PayPal
24787,7,117.6,8,786.64,2025-01-25,On Hold,1,1,2025,Vintage Cars,135.38,S44_8767,Cole and Sons,(951)752-9492,44148 Ford Port Suite 888,Apt. 406,South Juliaville,MO,96944,Costa Rica,APAC,Newman,Todd,Small,Bank Transfer
10276,68,61.45,6,4153.21,2025-03-15,Shipped,1,3,2025,Trucks and Buses,60.19,S79_5805,Reilly-Pena,516-625-5821x10575,6254 Steele Ports Apt. 541,Suite 144,North Chrisbury,MP,78869,Germany,APAC,Chase,Jamie,Medium,Credit Card
